campaign_id,customer_id,program,channel,sent_at,opened,clicked,redeemed,revenue
CMP-00090,GST-00660,Welcome Series,sms,2025-01-21T01:00:00.000Z,false,false,false,0
CMP-00091,GST-00924,Resort Weekender,email,2025-02-06T01:00:00.000Z,false,false,false,0
CMP-00092,GST-02298,Birthday Reward,email,2025-12-24T01:00:00.000Z,true,false,false,0
CMP-00093,GST-01483,Tier Upgrade Nudge,sms,2025-04-30T00:00:00.000Z,false,false,false,0
CMP-00094,GST-01092,Dining Bundle,email,2026-04-29T00:00:00.000Z,false,false,false,0
CMP-00095,GST-00637,Platinum Exclusive,email,2025-08-12T00:00:00.000Z,false,false,false,0
CMP-00096,GST-01756,Summer Stay Drop,email,2025-01-13T01:00:00.000Z,true,true,false,0
CMP-00097,GST-02378,Platinum Exclusive,email,2025-11-18T01:00:00.000Z,true,false,false,0
CMP-00098,GST-02364,Platinum Exclusive,sms,2026-02-13T01:00:00.000Z,true,false,false,0
CMP-00099,GST-01061,Reactivation 60d,email,2025-10-22T00:00:00.000Z,false,false,false,0
CMP-00100,GST-01872,Resort Weekender,email,2026-03-26T00:00:00.000Z,true,false,false,0
CMP-00101,GST-01358,Platinum Exclusive,sms,2025-07-07T00:00:00.000Z,false,false,false,0
CMP-00102,GST-02356,Reactivation 60d,sms,2026-03-10T00:00:00.000Z,false,false,false,0
CMP-00103,GST-01632,Reactivation 60d,sms,2024-12-09T01:00:00.000Z,false,false,false,0
CMP-00104,GST-01766,Reactivation 60d,sms,2026-05-15T00:00:00.000Z,true,false,false,0
CMP-00105,GST-00773,Resort Weekender,sms,2026-01-13T01:00:00.000Z,false,false,false,0
CMP-00106,GST-01222,Summer Stay Drop,email,2025-06-16T00:00:00.000Z,false,false,false,0
CMP-00107,GST-00407,Reactivation 60d,email,2026-03-19T00:00:00.000Z,false,false,false,0
CMP-00108,GST-01538,Reactivation 30d,email,2025-06-16T00:00:00.000Z,false,false,false,0
CMP-00109,GST-00567,Reactivation 30d,email,2025-10-06T00:00:00.000Z,false,false,false,0
CMP-00110,GST-02140,Birthday Reward,sms,2026-03-01T01:00:00.000Z,true,false,false,0
CMP-00111,GST-00158,Platinum Exclusive,email,2025-05-16T00:00:00.000Z,false,false,false,0
CMP-00112,GST-01915,Reactivation 30d,email,2026-04-20T00:00:00.000Z,true,false,false,0
CMP-00113,GST-01910,Resort Weekender,sms,2025-06-02T00:00:00.000Z,true,true,true,139.73
CMP-00114,GST-01789,Welcome Series,sms,2025-04-27T00:00:00.000Z,true,false,false,0
CMP-00115,GST-02168,Summer Stay Drop,email,2026-04-23T00:00:00.000Z,true,false,false,0
CMP-00116,GST-01353,Tier Upgrade Nudge,sms,2025-12-03T01:00:00.000Z,true,false,false,0
CMP-00117,GST-01138,Tier Upgrade Nudge,sms,2025-11-09T01:00:00.000Z,true,true,false,0
CMP-00118,GST-01857,Reactivation 30d,push,2025-12-17T01:00:00.000Z,false,false,false,0
CMP-00119,GST-01945,Resort Weekender,email,2025-06-29T00:00:00.000Z,false,false,false,0
CMP-00120,GST-00688,Tier Upgrade Nudge,email,2025-12-22T01:00:00.000Z,false,false,false,0
CMP-00121,GST-01669,Summer Stay Drop,sms,2025-02-05T01:00:00.000Z,true,false,false,0
CMP-00122,GST-00348,Tier Upgrade Nudge,email,2026-03-05T01:00:00.000Z,false,false,false,0
CMP-00123,GST-02220,Reactivation 60d,email,2025-10-17T00:00:00.000Z,true,false,false,0
CMP-00124,GST-01305,Reactivation 30d,email,2026-01-16T01:00:00.000Z,true,false,false,0
CMP-00125,GST-02031,Summer Stay Drop,email,2025-09-30T00:00:00.000Z,true,true,false,0
CMP-00126,GST-02226,Tier Upgrade Nudge,push,2024-12-12T01:00:00.000Z,true,false,false,0
CMP-00127,GST-00700,Platinum Exclusive,email,2024-12-07T01:00:00.000Z,false,false,false,0
CMP-00128,GST-00820,Birthday Reward,sms,2025-06-12T00:00:00.000Z,false,false,false,0
CMP-00129,GST-02340,Reactivation 30d,push,2026-02-13T01:00:00.000Z,true,false,false,0
CMP-00130,GST-02162,Tier Upgrade Nudge,sms,2025-05-31T00:00:00.000Z,true,false,false,0
CMP-00131,GST-01372,Dining Bundle,sms,2025-11-01T00:00:00.000Z,false,false,false,0
CMP-00132,GST-00959,Welcome Series,email,2025-06-18T00:00:00.000Z,false,false,false,0
CMP-00133,GST-01573,Welcome Series,email,2025-03-19T00:00:00.000Z,false,false,false,0
CMP-00134,GST-01891,Dining Bundle,sms,2025-04-12T00:00:00.000Z,false,false,false,0
CMP-00135,GST-00953,Welcome Series,sms,2025-11-12T01:00:00.000Z,true,false,false,0
CMP-00136,GST-00730,Welcome Series,sms,2025-03-12T00:00:00.000Z,false,false,false,0
CMP-00137,GST-01948,Platinum Exclusive,sms,2026-04-19T00:00:00.000Z,true,false,false,0
CMP-00138,GST-00232,Reactivation 60d,email,2025-02-20T01:00:00.000Z,true,false,false,0
CMP-00139,GST-01932,Summer Stay Drop,push,2026-03-17T00:00:00.000Z,true,false,false,0
CMP-00140,GST-01862,Welcome Series,sms,2025-05-09T00:00:00.000Z,false,false,false,0
CMP-00141,GST-01211,Summer Stay Drop,email,2025-12-22T01:00:00.000Z,false,false,false,0
CMP-00142,GST-00137,Dining Bundle,push,2026-02-01T01:00:00.000Z,true,false,false,0
CMP-00143,GST-02399,Reactivation 30d,sms,2026-04-20T00:00:00.000Z,false,false,false,0
CMP-00144,GST-00697,Platinum Exclusive,push,2024-12-27T01:00:00.000Z,true,false,false,0
CMP-00145,GST-01934,Tier Upgrade Nudge,push,2025-08-07T00:00:00.000Z,true,false,false,0
CMP-00146,GST-01326,Spa + Stay Package,email,2026-01-24T01:00:00.000Z,true,false,false,0
CMP-00147,GST-00148,Tier Upgrade Nudge,sms,2025-05-31T00:00:00.000Z,true,false,false,0
CMP-00148,GST-00110,Tier Upgrade Nudge,email,2025-08-21T00:00:00.000Z,false,false,false,0
CMP-00149,GST-01038,Reactivation 30d,email,2025-04-15T00:00:00.000Z,false,false,false,0
CMP-00150,GST-01740,Spa + Stay Package,email,2026-01-31T01:00:00.000Z,false,false,false,0
CMP-00151,GST-00731,Tier Upgrade Nudge,email,2025-04-15T00:00:00.000Z,false,false,false,0
CMP-00152,GST-01201,Tier Upgrade Nudge,sms,2025-05-29T00:00:00.000Z,true,false,false,0
CMP-00153,GST-00730,Reactivation 30d,sms,2026-05-07T00:00:00.000Z,true,false,false,0
CMP-00154,GST-00636,Platinum Exclusive,email,2026-05-13T00:00:00.000Z,true,false,false,0
CMP-00155,GST-01400,Platinum Exclusive,sms,2025-03-29T00:00:00.000Z,true,true,false,0
CMP-00156,GST-00476,Tier Upgrade Nudge,email,2026-04-06T00:00:00.000Z,true,false,false,0
CMP-00157,GST-01280,Resort Weekender,sms,2025-04-15T00:00:00.000Z,false,false,false,0
CMP-00158,GST-00252,Dining Bundle,push,2026-03-15T00:00:00.000Z,true,false,false,0
CMP-00159,GST-00411,Reactivation 60d,sms,2025-09-16T00:00:00.000Z,true,false,false,0
CMP-00160,GST-00799,Resort Weekender,email,2025-01-31T01:00:00.000Z,false,false,false,0
CMP-00161,GST-00271,Platinum Exclusive,sms,2025-01-02T01:00:00.000Z,false,false,false,0
CMP-00162,GST-00967,Tier Upgrade Nudge,sms,2025-06-08T00:00:00.000Z,false,false,false,0
CMP-00163,GST-00244,Welcome Series,email,2024-12-31T01:00:00.000Z,false,false,false,0
CMP-00164,GST-02238,Birthday Reward,email,2025-06-11T00:00:00.000Z,false,false,false,0
CMP-00165,GST-01066,Resort Weekender,sms,2025-05-11T00:00:00.000Z,true,false,false,0
CMP-00166,GST-01596,Tier Upgrade Nudge,email,2025-03-14T00:00:00.000Z,true,false,false,0
CMP-00167,GST-02200,Reactivation 30d,sms,2025-01-28T01:00:00.000Z,true,false,false,0
CMP-00168,GST-01097,Summer Stay Drop,email,2025-01-22T01:00:00.000Z,false,false,false,0
CMP-00169,GST-01094,Summer Stay Drop,email,2025-02-20T01:00:00.000Z,false,false,false,0
CMP-00170,GST-00861,Dining Bundle,email,2025-11-26T01:00:00.000Z,true,false,false,0
CMP-00171,GST-00656,Platinum Exclusive,email,2025-07-06T00:00:00.000Z,true,true,true,104.83
CMP-00172,GST-01363,Platinum Exclusive,sms,2025-04-12T00:00:00.000Z,false,false,false,0
CMP-00173,GST-00058,Birthday Reward,push,2026-01-02T01:00:00.000Z,true,false,false,0
CMP-00174,GST-00637,Tier Upgrade Nudge,email,2025-03-22T00:00:00.000Z,false,false,false,0
CMP-00175,GST-01411,Welcome Series,email,2026-02-08T01:00:00.000Z,false,false,false,0
CMP-00176,GST-00949,Reactivation 30d,sms,2024-11-26T01:00:00.000Z,true,false,false,0
CMP-00177,GST-00852,Welcome Series,email,2026-01-23T01:00:00.000Z,true,false,false,0
CMP-00178,GST-00618,Tier Upgrade Nudge,email,2025-11-26T01:00:00.000Z,false,false,false,0
CMP-00179,GST-01850,Reactivation 30d,email,2026-04-25T00:00:00.000Z,true,false,false,0
CMP-00180,GST-01729,Tier Upgrade Nudge,email,2025-09-25T00:00:00.000Z,false,false,false,0
CMP-00181,GST-02373,Summer Stay Drop,email,2025-07-02T00:00:00.000Z,false,false,false,0
CMP-00182,GST-00601,Reactivation 30d,email,2026-03-05T01:00:00.000Z,true,false,false,0
CMP-00183,GST-02289,Spa + Stay Package,sms,2025-10-12T00:00:00.000Z,true,true,false,0
CMP-00184,GST-00945,Birthday Reward,email,2025-03-17T00:00:00.000Z,false,false,false,0
CMP-00185,GST-01822,Summer Stay Drop,push,2026-02-17T01:00:00.000Z,false,false,false,0
CMP-00186,GST-02134,Welcome Series,push,2026-01-23T01:00:00.000Z,false,false,false,0
CMP-00187,GST-01902,Reactivation 60d,email,2026-01-31T01:00:00.000Z,false,false,false,0
CMP-00188,GST-00331,Welcome Series,push,2025-03-06T01:00:00.000Z,true,true,false,0
CMP-00189,GST-01472,Reactivation 60d,email,2025-09-10T00:00:00.000Z,false,false,false,0
CMP-00190,GST-00600,Welcome Series,email,2025-08-13T00:00:00.000Z,false,false,false,0
CMP-00191,GST-01600,Dining Bundle,push,2025-07-28T00:00:00.000Z,true,true,false,0
CMP-00192,GST-01415,Dining Bundle,sms,2024-12-14T01:00:00.000Z,true,true,true,106.98
CMP-00193,GST-00175,Reactivation 30d,email,2025-12-16T01:00:00.000Z,false,false,false,0
CMP-00194,GST-01790,Reactivation 60d,sms,2025-04-04T00:00:00.000Z,false,false,false,0
CMP-00195,GST-01397,Birthday Reward,email,2025-08-30T00:00:00.000Z,true,false,false,0
CMP-00196,GST-02283,Welcome Series,email,2024-12-26T01:00:00.000Z,false,false,false,0
CMP-00197,GST-00316,Reactivation 30d,push,2026-03-19T00:00:00.000Z,true,false,false,0
CMP-00198,GST-00184,Summer Stay Drop,email,2025-07-25T00:00:00.000Z,false,false,false,0
CMP-00199,GST-01789,Reactivation 60d,sms,2025-10-09T00:00:00.000Z,true,false,false,0
CMP-00200,GST-01309,Reactivation 60d,email,2025-06-11T00:00:00.000Z,false,false,false,0
CMP-00201,GST-00638,Tier Upgrade Nudge,sms,2025-04-08T00:00:00.000Z,true,false,false,0
CMP-00202,GST-01306,Reactivation 60d,sms,2026-04-23T00:00:00.000Z,false,false,false,0
CMP-00203,GST-01533,Birthday Reward,email,2025-07-05T00:00:00.000Z,false,false,false,0
CMP-00204,GST-02169,Birthday Reward,sms,2026-04-08T00:00:00.000Z,true,false,false,0
CMP-00205,GST-01296,Tier Upgrade Nudge,sms,2026-04-22T00:00:00.000Z,true,false,false,0
CMP-00206,GST-01141,Spa + Stay Package,email,2025-11-21T01:00:00.000Z,true,false,false,0
CMP-00207,GST-01234,Welcome Series,push,2024-12-17T01:00:00.000Z,true,true,true,157.79
CMP-00208,GST-00877,Birthday Reward,email,2026-04-01T00:00:00.000Z,false,false,false,0
CMP-00209,GST-01147,Platinum Exclusive,sms,2024-12-17T01:00:00.000Z,true,false,false,0
CMP-00210,GST-01024,Platinum Exclusive,email,2024-12-15T01:00:00.000Z,false,false,false,0
CMP-00211,GST-01660,Reactivation 60d,push,2026-05-03T00:00:00.000Z,true,false,false,0
CMP-00212,GST-00882,Tier Upgrade Nudge,sms,2026-05-01T00:00:00.000Z,true,true,false,0
CMP-00213,GST-02061,Reactivation 30d,email,2025-02-23T01:00:00.000Z,false,false,false,0
CMP-00214,GST-00039,Platinum Exclusive,email,2026-01-12T01:00:00.000Z,false,false,false,0
CMP-00215,GST-01243,Welcome Series,push,2026-03-21T00:00:00.000Z,true,true,true,320.34
CMP-00216,GST-02032,Reactivation 60d,sms,2025-04-15T00:00:00.000Z,true,false,false,0
CMP-00217,GST-00751,Spa + Stay Package,sms,2025-05-14T00:00:00.000Z,true,false,false,0
CMP-00218,GST-00782,Summer Stay Drop,email,2026-02-01T01:00:00.000Z,false,false,false,0
CMP-00219,GST-01798,Resort Weekender,email,2025-06-18T00:00:00.000Z,true,false,false,0
CMP-00220,GST-02214,Summer Stay Drop,push,2026-01-24T01:00:00.000Z,false,false,false,0
CMP-00221,GST-01912,Welcome Series,push,2025-10-15T00:00:00.000Z,true,false,false,0
CMP-00222,GST-01555,Spa + Stay Package,email,2026-04-05T00:00:00.000Z,true,false,false,0
CMP-00223,GST-01025,Summer Stay Drop,email,2025-03-03T01:00:00.000Z,false,false,false,0
CMP-00224,GST-01030,Birthday Reward,push,2025-06-15T00:00:00.000Z,true,false,false,0
CMP-00225,GST-02285,Birthday Reward,push,2026-01-13T01:00:00.000Z,true,false,false,0
CMP-00226,GST-01726,Tier Upgrade Nudge,email,2026-03-24T00:00:00.000Z,false,false,false,0
CMP-00227,GST-01927,Birthday Reward,email,2025-10-06T00:00:00.000Z,false,false,false,0
CMP-00228,GST-02360,Reactivation 60d,email,2025-01-14T01:00:00.000Z,false,false,false,0
CMP-00229,GST-01142,Resort Weekender,email,2025-03-22T00:00:00.000Z,true,false,false,0
CMP-00230,GST-01845,Summer Stay Drop,sms,2025-03-24T00:00:00.000Z,false,false,false,0
CMP-00231,GST-00127,Tier Upgrade Nudge,email,2024-11-28T01:00:00.000Z,true,false,false,0
CMP-00232,GST-00655,Reactivation 60d,email,2025-04-16T00:00:00.000Z,false,false,false,0
CMP-00233,GST-00044,Spa + Stay Package,email,2025-03-19T00:00:00.000Z,false,false,false,0
CMP-00234,GST-01356,Dining Bundle,email,2025-10-20T00:00:00.000Z,false,false,false,0
CMP-00235,GST-01034,Summer Stay Drop,email,2025-06-29T00:00:00.000Z,false,false,false,0
CMP-00236,GST-00097,Spa + Stay Package,email,2024-12-14T01:00:00.000Z,false,false,false,0
CMP-00237,GST-01111,Reactivation 60d,email,2026-01-29T01:00:00.000Z,false,false,false,0
CMP-00238,GST-01809,Reactivation 60d,sms,2025-08-01T00:00:00.000Z,true,false,false,0
CMP-00239,GST-00884,Reactivation 60d,sms,2025-10-24T00:00:00.000Z,false,false,false,0
CMP-00240,GST-00750,Platinum Exclusive,email,2025-06-15T00:00:00.000Z,false,false,false,0
CMP-00241,GST-02136,Dining Bundle,email,2026-01-07T01:00:00.000Z,true,false,false,0
CMP-00242,GST-00721,Resort Weekender,email,2025-02-22T01:00:00.000Z,true,true,false,0
CMP-00243,GST-01388,Reactivation 30d,sms,2025-04-23T00:00:00.000Z,false,false,false,0
CMP-00244,GST-00429,Reactivation 60d,email,2026-01-01T01:00:00.000Z,false,false,false,0
CMP-00245,GST-00898,Reactivation 30d,push,2025-03-16T00:00:00.000Z,true,false,false,0
CMP-00246,GST-01947,Welcome Series,sms,2026-03-21T00:00:00.000Z,false,false,false,0
CMP-00247,GST-00708,Birthday Reward,email,2025-01-22T01:00:00.000Z,false,false,false,0
CMP-00248,GST-00759,Reactivation 60d,email,2025-07-05T00:00:00.000Z,true,false,false,0
CMP-00249,GST-00758,Birthday Reward,sms,2025-09-12T00:00:00.000Z,true,false,false,0
CMP-00250,GST-01952,Reactivation 60d,sms,2026-01-02T01:00:00.000Z,false,false,false,0
CMP-00251,GST-01599,Summer Stay Drop,email,2026-02-16T01:00:00.000Z,false,false,false,0
CMP-00252,GST-01764,Summer Stay Drop,email,2025-03-03T01:00:00.000Z,false,false,false,0
CMP-00253,GST-01893,Platinum Exclusive,email,2026-02-08T01:00:00.000Z,false,false,false,0
CMP-00254,GST-01668,Tier Upgrade Nudge,email,2025-05-28T00:00:00.000Z,false,false,false,0
CMP-00255,GST-01975,Reactivation 60d,push,2025-05-10T00:00:00.000Z,true,true,true,433.4
CMP-00256,GST-00488,Resort Weekender,sms,2025-11-12T01:00:00.000Z,true,true,false,0
CMP-00257,GST-01804,Summer Stay Drop,email,2025-05-15T00:00:00.000Z,true,true,true,276.07
CMP-00258,GST-01682,Reactivation 60d,email,2025-06-21T00:00:00.000Z,true,false,false,0
CMP-00259,GST-02060,Spa + Stay Package,email,2025-09-21T00:00:00.000Z,false,false,false,0
CMP-00260,GST-01548,Reactivation 60d,email,2025-10-27T00:00:00.000Z,false,false,false,0
CMP-00261,GST-01366,Dining Bundle,push,2025-12-20T01:00:00.000Z,true,false,false,0
CMP-00262,GST-02102,Reactivation 60d,push,2025-09-22T00:00:00.000Z,true,false,false,0
CMP-00263,GST-01950,Welcome Series,sms,2025-07-02T00:00:00.000Z,true,true,false,0
CMP-00264,GST-01785,Resort Weekender,email,2025-02-12T01:00:00.000Z,true,false,false,0
CMP-00265,GST-00166,Spa + Stay Package,sms,2026-04-19T00:00:00.000Z,false,false,false,0
CMP-00266,GST-00802,Tier Upgrade Nudge,email,2025-03-08T01:00:00.000Z,true,true,true,238.19
CMP-00267,GST-01302,Spa + Stay Package,sms,2025-12-30T01:00:00.000Z,false,false,false,0
CMP-00268,GST-01886,Birthday Reward,email,2025-09-10T00:00:00.000Z,true,false,false,0
CMP-00269,GST-02131,Reactivation 60d,sms,2025-05-22T00:00:00.000Z,false,false,false,0
CMP-00270,GST-01193,Platinum Exclusive,email,2025-11-21T01:00:00.000Z,true,false,false,0
CMP-00271,GST-00828,Dining Bundle,email,2025-08-25T00:00:00.000Z,true,false,false,0
CMP-00272,GST-00686,Birthday Reward,push,2024-12-30T01:00:00.000Z,true,false,false,0
CMP-00273,GST-02301,Welcome Series,push,2026-04-17T00:00:00.000Z,true,false,false,0
CMP-00274,GST-00408,Reactivation 60d,email,2026-01-05T01:00:00.000Z,false,false,false,0
CMP-00275,GST-00958,Reactivation 30d,sms,2025-09-22T00:00:00.000Z,false,false,false,0
CMP-00276,GST-00446,Resort Weekender,email,2025-12-18T01:00:00.000Z,false,false,false,0
CMP-00277,GST-02203,Welcome Series,push,2026-02-26T01:00:00.000Z,false,false,false,0
CMP-00278,GST-00852,Dining Bundle,email,2025-01-28T01:00:00.000Z,true,false,false,0
CMP-00279,GST-02181,Reactivation 60d,sms,2025-07-09T00:00:00.000Z,false,false,false,0
CMP-00280,GST-01494,Resort Weekender,email,2026-03-22T00:00:00.000Z,false,false,false,0
